income,credit_score,loan_amount,employment_years,existing_debt,debt_to_income,default
59934.283060224654,839.9355436586002,6624.108625128092,8.539120402026764,16810.627427710824,0.2804843333292025,0
47234.713976576306,792.4633682912769,9277.40664642241,20.542381689356006,28032.78037316064,0.5934783554963855,0
62953.77076201385,705.9630369920175,6037.900395000193,1.5033018972719208,20861.658003927834,0.33138059486209054,1
80460.5971281605,635.3063222294426,8460.192351804799,17.48693915561699,10875.861817835197,0.13517003609247066,0
45316.93250553328,769.822331361359,1000.0,2.8214297415654244,17571.989703559273,0.38775770406378895,0
45317.26086101639,739.348538542175,11066.468536864693,2.13486472639357,12593.34825469787,0.27789297092161946,0
81584.25631014783,789.5193220027733,10006.027376811122,0.25830642606752446,15078.80184694728,0.1848248979511959,0
65348.694583058175,763.517180168197,5914.556844659047,0.2710416837253274,11743.889478514964,0.17971115648819094,0
40610.51228130096,804.9552715319335,13296.228342162025,5.888460209788519,13356.647941146088,0.3288963175009278,0
60851.200871719295,646.4764788439433,14687.850688132792,3.0617913977190954,17120.933530741753,0.2813573649406603,1
40731.64614375075,831.7394065634326,1962.200678155129,1.2842878401807567,5066.413004180493,0.12438517673211709,0
40685.404928594864,719.75996046924,6186.376107168929,4.7592049292871925,4841.211730100216,0.11899136160981587,0
54839.24543132068,850.0,6154.288251063509,1.4575008823830735,1114.5744616878892,0.02032439456308265,0
11734.395106844044,631.0812181910433,5300.484494455677,4.3093886271036554,0.0,0.0,0
15501.643349739345,850.0,14147.374209658741,2.225257667094912,2827.173077795207,0.18237892680215387,0
38754.249415180544,719.7910783462647,9030.869306135983,8.673651739398307,16594.625068041292,0.4282014312871961,0
29743.377593311525,634.8581996385551,8677.425793446946,8.593367431283085,6072.12484508116,0.20415048109555034,0
56284.94665190548,651.6114165945678,1000.0,3.2442200837088957,20136.144642310963,0.3577536417835313,0
31839.51848957578,667.9652691805679,13177.090151046132,2.160219394899083,15347.137487525619,0.48201537634905667,0
21753.925973294172,742.4165946401916,3803.708025732637,2.251474024364912,0.0,0.0,0
79312.97537843109,752.2835488035499,10299.66315133164,8.192133421825595,21549.7558422169,0.2717053009220139,0
45484.47399026929,642.6299996061421,11386.884689790959,1.9888203081482578,23107.9864559171,0.5080411935919211,0
51350.564093758476,697.5645407739017,16803.292979193255,1.1726618780401754,5061.3732516514665,0.09856509545659817,0
21505.036275730865,850.0,3455.8980044044392,0.44245330864340743,19201.915428949917,0.8929031870836649,1
39112.34550949634,850.0,1000.0,3.143291311554214,6435.017625908011,0.16452650798826704,0
52218.451794197324,743.6323669674032,10919.247723768474,3.290175432324232,15976.703767483354,0.30595897079542933,0
26980.128451553945,703.80034781682,19002.55590755427,9.191385465563265,2355.015930450343,0.08728705405087513,0
57513.96036691344,712.0031326718262,16194.731764697186,1.2502534699439356,0.0,0.0,0
37987.2262016239,761.3517972730417,11048.297076373128,2.3981795446533662,11171.828103870313,0.29409433699038373,0
44166.12500413446,597.7207434801594,7541.819071839764,8.26187683183126,13762.710537251638,0.31161236209794924,0
37965.867755412066,674.2623462576655,14035.612983186551,8.675674960755783,11023.20306385396,0.29034508403360787,1
87045.56369017877,533.1415926122411,5132.269001477657,2.4275040713585487,3159.6944177744062,0.03629931594240351,0
49730.05550524132,739.922312260528,12381.788846781095,3.0728263731820924,11001.009378688628,0.22121450030413042,0
28845.781420881995,764.7195939702741,12527.350795833134,1.8069006287531844,17692.94752580734,0.6133634332054908,0
66450.89824206378,651.6813537700626,15301.049537494398,13.482205126989522,14551.06969877463,0.21897476307647148,0
25583.127000579556,850.0,23798.300194555388,0.6314669130403348,16825.010305992135,0.6576604300799892,0
54177.27190009511,577.4234336997658,11962.079835893835,13.571555523709794,8298.847995457672,0.15317951060291582,0
10806.597522404489,553.5625119790179,7455.181871462506,5.757952669500003,26717.179147161594,2.4723025995713193,0
23436.27902203139,722.4451818559972,9872.128439040027,3.7918659851665666,3238.266634452193,0.1381732412132508,1
53937.22471738247,804.7098302612154,1154.6204755544095,0.16602135752814146,19875.602970867185,0.3684950991640812,0
64769.33159990821,850.0,6526.434344554709,3.2274663257359943,26818.910929599617,0.41406805145473546,0
53427.36562379941,654.111573713106,7953.58780943448,2.619116181453349,19809.080927488954,0.37076656683714404,1
47687.03435223519,807.8680833431296,7379.558010327038,0.8790270372663538,12974.757729351699,0.27208145580022935,0
43977.926088214226,696.1491530499293,10761.77436016861,5.341525194576521,9717.029533370209,0.22095242767653622,0
20429.560192651454,682.737270005918,5887.900338088997,17.72838368881519,25360.87651046256,1.2413814233546208,0
35603.115832105825,788.3659937486673,15605.153336622358,4.129837685176118,770.2507473832702,0.021634363436491173,0
40787.22458080425,765.232287841342,10001.035324590985,6.272003882624176,5298.757396203564,0.12991218330401735,0
71142.44452437831,542.360784301575,9953.498394306927,0.35452949668158545,11024.422345082787,0.15496265863207806,0
56872.36579136923,847.6540349725896,8360.52641743541,2.7035641137150757,27376.537575119983,0.4813680105298971,0
14739.19689274532,838.0091354147452,10775.953419294896,0.6185191239833109,18797.67636040896,1.2753528226263968,0
56481.6793878959,637.443729849047,14125.491323338174,4.744015841541465,5319.542414897547,0.0941817324227355,0
42298.35439167367,739.5803533437409,5664.3489214454985,13.942140179522912,11896.922946150964,0.28126207549324533,0
36461.55999388083,749.4030186282739,6709.417554623717,5.420260016915131,8856.768559037057,0.24290701112413857,0
62233.52577681736,726.0673765823907,8481.369856116677,0.39956342567061587,7902.110077664649,0.12697513083226705,0
70619.99044991902,644.969484615458,3270.6453826339257,2.1899379219915143,24788.895585567792,0.3510181101362103,1
68625.60238232397,632.8376632061949,5903.7107013925115,3.999914802101498,1282.5687073649442,0.01868936173732295,0
33215.64953554723,697.4445929008555,7618.895632276704,2.5809311318943373,31087.808557343735,0.9359386009920929,1
43815.75248297571,817.2729019259365,14371.945903563637,8.968126358031533,23282.296901846228,0.5313681856974246,0
56625.26862807128,754.3600154594433,11312.806645009625,8.428113401910903,25908.61670603698,0.45754514431024,0
69510.90254244718,662.9385667913893,10967.949556837722,4.7315725948509915,10370.604879747418,0.14919393218084828,0
40416.5152430942,777.1698710648345,14254.489810839861,2.337696901076391,13500.592809208907,0.3340365374898494,0
46286.82046672366,415.1457379369925,9313.141058003017,1.4741133548511467,668.4818547528812,0.01444216405474348,0
27873.300519879434,814.8765700372103,11952.324249644447,0.559544650176805,9753.37592933197,0.34991822810419576,1
26075.867518386585,526.02862212219,9483.891235337518,2.191731722567041,19936.548476431508,0.7645593559782382,0
66250.51644788396,663.7559058596868,11326.811746998143,2.6651219939284987,27960.630617813964,0.42204396459021154,0
77124.80057141646,588.0330105373856,7086.20671194209,5.632326925124914,3928.431831975482,0.05093603876923883,0
